restaurant_name,address,price,smiles,frowns,type1,type2,type3,type4,region,avg_price,simp_type,Districts,DistrictValue,lon,lat
URA Japanese Delicacy,"2/F, The Wellington, 198 Wellington Street, Sheung Wan",$201-$400,7,0,Japanese,Teppanyaki,Sushi/Sashimi,Bar,Sheung Wan,150,Asian,Central and Western,1,114.1560549,22.2807986
Nam Kee Spring Roll Noodle Co. Ltd,"Shop B, G/F, Hing Yip Commerical Centre, 272-284 Des Voeux Road Central, Sheung Wan",Below $50,8,0,Hong Kong Style,Noodles/Rice Noodles,Wonton/Dumpling,,Sheung Wan,40,Hong Kong,Central and Western,1,114.151479,22.2865246
Lucullus Gourmet Shop,"Koisk 1, 1/F, Infinitus Plaza, 199 Des Voeux Road Central, Sheung Wan",$51-$100,3,0,Western,Cake,Chocolate/Candy Shop,,Sheung Wan,75,Western,Central and Western,1,114.1537035,22.286389
Coffee Tree,"G/F, Hing Loong Building, 6A Wing Lok Street, Sheung Wan",$51-$100,6,0,Western,Takeaway,Western Restaurant,Coffee Shop,Sheung Wan,75,Western,Central and Western,1,114.1530534,22.2860054
Thai Good Taste,"Shop CF23, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building And Civic Centre, 345 Queen's Road Central, Sheung Wan",$51-$100,38,2,Thai,,,,Sheung Wan,75,Asian,Central and Western,1,114.1497606,22.2861929
Original Taste,"G/F, 14 Hiller Street, Sheung Wan",Below $50,8,3,Tea Restaurant,,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1516875,22.2853995
The Dutch Cheese and More,"G/F, 232 Queen__s Road Central, Sheung Wan",$101-$200,8,0,Dutch,Wine/Cigar,Western Restaurant,,Sheung Wan,300,Western,Central and Western,1,114.1730676,22.2745539
Glo Restaurant + Lounge,"1/F, Butterfly on Waterfront, 94 Connaught Road West, Sheung Wan, Sheung Wan",$201-$400,28,2,Western,Wine/Cigar,Steak House,Hotel Restaurant,Sheung Wan,150,Western,Central and Western,1,114.1491375,22.2863943
YUESIN,"20/F,Qualipak Tower, No.122 Connaught RD West, Sheung Wan",$201-$400,5,0,International,Herbal Cuisine,Private Kitchen,,Sheung Wan,150,International,Central and Western,1,114.1441464,22.2882739
Po's Atelier,"G/F, 62 Po Hing Fong, Sheung Wan",Below $50,8,0,Western,Bakery,Coffee Shop,,Sheung Wan,40,Western,Central and Western,1,114.148156,22.283828
Arome Bakery,"Shop 4, G/F, Golden Centre, 188 Des Voeux Road M, Sheung Wan",Below $50,5,0,Western,Bakery,,,Sheung Wan,40,Western,Central and Western,1,114.1491375,22.2863943
Woo Tung Yakiniku Dining Bar,"Shop F, G/F, Fu Fai Comm. Centre, 27 Hiller Street, Sheung Wan",$201-$400,5,0,Japanese,Roast Meat,,,Sheung Wan,150,Asian,Central and Western,1,114.1491375,22.2863943
,"G/F, 91 Jervois Street, Sheung Wan",$51-$100,18,2,Hong Kong Style,Chinese Buns,,,Sheung Wan,75,Hong Kong,Central and Western,1,114.1506465,22.2855945
y...NOT? Coffee Engineer,"Shop 5, G/F, Golden Centre, 188 Des Voeux Road Central, Sheung Wan",Below $50,3,0,Western,Cake,Takeaway,Coffee Shop,Sheung Wan,40,Western,Central and Western,1,114.1534815,22.2859518
Monsieur Chatte,"121 Bonham Strand, Sheung Wan",$51-$100,18,0,French,,,,Sheung Wan,75,Western,Central and Western,1,114.1505031,22.2862222
PHO 1 Vietnamese Restaurant,"Shop B, G/F, Arion Commerciai Centre, 2-12 Queen's Road West, Sheung Wan",Below $50,9,1,Vietnamese,Noodles/Rice Noodles,,,Sheung Wan,40,Asian,Central and Western,1,114.1483657,22.2863057
ShaKiYauHo,"Shop D, G/F., Fu Fai Commercial Centre, 27 Hillier Street, Sheung Wan",$51-$100,6,0,Japanese,Sushi/Sashimi,Takeaway,,Sheung Wan,75,Asian,Central and Western,1,114.1512376,22.2851701
Purple Tomato,"2 Jervois Street, Sheung Wan",Below $50,5,0,International,Takeaway,,,Sheung Wan,40,International,Central and Western,1,114.1526547,22.285079
McCafe,"G/F Enterance & 1/F, Loon Kee Building, 267-275 Des Voeux Road Central, Sheung Wan",Below $50,5,2,American,Bakery,Coffee Shop,,Sheung Wan,40,Western,Central and Western,1,44.1756548,15.3709734
,"1/F, 81-85 Des Voeux Road West, Sheung Wan",$201-$400,19,0,Chiu Chow,Stir-Fry,Club House,Group Dining,Sheung Wan,150,Chinese,Central and Western,1,114.1455484,22.287964
The Mixing Bowl,"G/F, 5 Shin Hing Street, Sheung Wan",Below $50,5,0,Western,International,Bakery,Coffee Shop,Sheung Wan,40,Western,Central and Western,1,114.1522129,22.2840008
Old Place,"G/F, 138 Connaught Road Central, Sheung Wan",Below $50,16,5,Jingchuanhu,Hot Pot,Hot Chili Oil,Stir-Fry,Sheung Wan,40,Chinese,Central and Western,1,114.1433541,22.2883665
Hokkaido Dairy Farm Restaurant,"G/F, 8 Wing Lok Street, Sheung Wan, Sheung Wan",Below $50,6,3,Hong Kong Style,Dessert,Curry,Tea Restaurant,Sheung Wan,40,Hong Kong,Central and Western,1,114.1516985,22.2859926
,__________,Below $50,11,1,Hong Kong Style,Dessert,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.109497,22.396428
Honeymoon Dessert,"Shop 4-8, G/F, Western Market, No. 323 Des Voeux Road, Sheung Wan",Below $50,31,6,Hong Kong Style,Dessert,Sweet Soup,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1390025,22.2875567
McDonald's,"Shop 267, 2/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan",Below $50,18,6,American,Hamburger,Fast Food,,Sheung Wan,40,Western,Central and Western,1,114.1518293,22.2878529
Petite Oyster,"G/F, 44 Sai Street, Sheung Wan",$201-$400,9,1,French,Western Restaurant,,,Sheung Wan,150,Western,Central and Western,1,114.1487834,22.2849039
Noodle and Dog,"237B Queen's Road, Sheung Wan",$51-$100,10,0,Hong Kong Style,American,Noodles/Rice Noodles,Takeaway,Sheung Wan,75,Hong Kong,Central and Western,1,114.17391,22.2744001
Crowd Restaurant,______________42__56__B__,Below $50,16,3,Hong Kong Style,Stir-Fry,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1928525,22.237195
Why 50,"Shop E, G/F, Fu Fai Commercial Centre, 27 Hillier Street, Sheung Wan",$51-$100,3,0,International,Sandwich,All Day Breakfast,Western Restaurant,Sheung Wan,75,International,Central and Western,1,114.1512376,22.2851701
Sun Yuen Restaurant,"G/F, 327-329 Queen's Road Central,, Sheung Wan",Below $50,19,2,Hong Kong Style,Chinese BBQ,Stir-Fry,Tea Restaurant,Sheung Wan,40,Hong Kong,Central and Western,1,114.1501448,22.2855997
Moon Palace,"Shop 3017, 3/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan",$101-$200,5,0,Sichuan,Shanghai,Seafood,Fine Dried Seafood,Sheung Wan,300,Chinese,Central and Western,1,114.1518293,22.2878529
Fusion 5th Floor Friendly's Kitchen,"5/F, The Pemberton, 22-26 Bonham Strand East, Sheung Wan",$401-$800,63,9,International,Seafood,Western Restaurant,,Sheung Wan,600,International,Central and Western,1,114.1521281,22.2854991
Sushi Ginza Onodera,"Shop 1A,  Hollywood Centre, 77-91 Queen's Road West, Sheung Wan",Above $801,4,0,Japanese,Sushi/Sashimi,,,Sheung Wan,1200,Asian,Central and Western,1,114.1471171,22.2865395
,"G/F, 25 Tai Ping Shan Street, Sheung Wan",Below $50,8,0,Hong Kong Style,Noodles/Rice Noodles,Skewer,Skewer,Sheung Wan,40,Hong Kong,Central and Western,1,114.147548,22.2853624
Steam Cafe,"4/F, Si Toi Commercial Building, 62-63 Queen Street, Sheung Wan",$51-$100,5,0,Western,Western Restaurant,Coffee Shop,,Sheung Wan,75,Western,Central and Western,1,114.1470791,22.2880835
Bonheur,"6/F, The Pemberton, 22-26 Bonham Strand, Sheung Wan",$401-$800,102,9,French,Western Restaurant,,,Sheung Wan,600,Western,Central and Western,1,114.1521281,22.2854991
Chuk Yuen Seafood Restaurant,"G/F, 3 Connaught Road West, Sheung Wan",$201-$400,19,0,Guangdong,Seafood,Dim Sum,Stir-Fry,Sheung Wan,150,Hong Kong,Central and Western,1,114.1500824,22.287481
Cali-Mex,"G/F, 77 Wing Lok Street, Sheung Wan",$101-$200,3,1,American,Mexican,Takeaway,Western Restaurant,Sheung Wan,300,Western,Central and Western,1,114.1522086,22.2859739
Hana-Musubi,"Shop 231D, 2/F, Shun Tak Centre,168-200 Connaught Road, Sheung Wan",Below $50,3,0,Japanese,Sushi/Sashimi,Takeaway,,Sheung Wan,40,Asian,Central and Western,1,114.13845,22.287828
Mymy Caffe,"Room 401, Hing Lung Commercial Building, 68-74 Bonham Strand East, Sheung Wan",Below $50,6,1,Italian,Coffee Shop,,,Sheung Wan,40,Western,Central and Western,1,114.1507495,22.2859065
Shung Hing Chiu Chow Restaurant,"G/F, 33 Queen's Road West, Sheung Wan",$101-$200,26,8,Chiu Chow,Seafood,Stir-Fry,Group Dining,Sheung Wan,300,Chinese,Central and Western,1,114.1482725,22.2867815
Maxim's Cake Shop,"Shop SHW 6, Sheung Wan MTR Station, Sheung Wan",Below $50,10,6,Hong Kong Style,Bakery,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1491375,22.2863943
Sai Yung Kee,"G/F, 129 Bonham Strand, Sheung Wan",Below $50,5,1,Guangdong,Noodles/Rice Noodles,Wonton/Dumpling,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1504852,22.2863658
Maxim's Hong Kong Day,"G/F, Sun House, 90 Connaught Road C, Sheung Wan",Below $50,9,1,Hong Kong Style,Tea Restaurant,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1541095,22.286128
Mrs. Pound,"G/F, 6 Pound Lane, Sheung Wan",$101-$200,8,5,Thai,Singaporean,Indonesian,Western Restaurant,Sheung Wan,300,Asian,Central and Western,1,114.1479822,22.2851151
FOODBOX,"G/F, 14 Bonham Strand, Sheung Wan",$51-$100,3,0,Western,Hamburger,Takeaway,,Sheung Wan,75,Western,Central and Western,1,114.1524241,22.2854323
,"12/F,Fung Woo Building,279Des Voeux Road Central, Sheung Wan",$201-$400,12,0,Shanghai,Private Kitchen,,,Sheung Wan,150,Chinese,Central and Western,1,114.1516899,22.2868651
Pacific Coffee Company,"Shop 101~102, 1/F, Infinitus Plaza, 199 Des Voeux Road, Sheung Wan",Below $50,3,0,Western,Salad,Cake,Coffee Shop,Sheung Wan,40,Western,Central and Western,1,114.1427782,22.287981
China Dragon Arts,"Shop A, G/F, Unionway Commercial Centre, 283 Queen's Road Central, Sheung Wan",Below $50,7,0,Hong Kong Style,Snack Shop & Deli,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1427683,22.2869279
Cafe Queen,"Shop A, G/F., Tern Centre, 237 Queens Road Central, Sheung Wan, Sheung Wan",Below $50,4,0,Italian,Western,Bakery,Coffee Shop,Sheung Wan,40,Western,Central and Western,1,114.1491375,22.2863943
Pasta Club,"G/F, 15 Burd Street, Sheung Wan",$51-$100,3,0,Italian,Dessert,,,Sheung Wan,75,Western,Central and Western,1,114.1514553,22.285218
,"Shop B, G/F, Cheong Sun Tower, 118 Wing Lok Street, Sheung Wan",Below $50,4,0,Hong Kong Style,Takeaway,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1499454,22.2868294
,"Shop CF9, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building And Civic Centre, 345 Queen's Road Central, Sheung Wan",$51-$100,13,0,Hong Kong Style,Stir-Fry,Dai Pai Dong,,Sheung Wan,75,Hong Kong,Central and Western,1,114.1497606,22.2861929
,"Shop CF4, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building And Civic Centre, 345 Queen's Road Central, Sheung Wan",Below $50,15,0,Hong Kong Style,Dim Sum,Stir-Fry,Dim Sum Restaurant,Sheung Wan,40,Hong Kong,Central and Western,1,114.1497606,22.2861929
Korean Garden Restaurant,"2/F, 247 Des Voeux Rd C,, Sheung Wan",$101-$200,47,9,Korean,,,,Sheung Wan,300,Asian,Central and Western,1,114.1413369,22.2880151
Thai Smile,"G/F, 80 Wing Lok Street, Sheung Wan",Below $50,3,0,Thai,Curry,Takeaway,,Sheung Wan,40,Asian,Central and Western,1,114.1511257,22.2863321
Mrs Fields Cookies,"Shop 10, MTR Station, Sheung Wan",Below $50,4,1,Western,Takeaway,,,Sheung Wan,40,Western,Central and Western,1,114.1491375,22.2863943
Harvester,________________________A-B__,$51-$100,19,4,International,Vegetarian,Stir-Fry,,Sheung Wan,75,International,Central and Western,1,114.174695,22.2783151
Arome Bakery,"Shop 232, 2/F, Shuk Tak Centre, 168-200 Connaught Road Central, Sheung Wan",Below $50,3,0,Western,Bakery,,,Sheung Wan,40,Western,Central and Western,1,114.1518293,22.2878529
Le Velo - The Baker,____________74-77____________________A__,Below $50,40,9,Western,Coffee Shop,,,Sheung Wan,40,Western,Central and Western,1,114.119859,22.3677374
Patisserie L,"Rm 503, 5/F, Cheung's Building, 1-3 Wing Lok Street, Sheung Wan",$51-$100,2,0,French,Cake,Coffee Shop,Upper-floor Cafe,Sheung Wan,75,Western,Central and Western,1,114.1538818,22.2856373
Fu Sing Shark Fin Seafood Restaurant,"1/F, Grand Millennium Plaza, 181 Queen's Road Central, Sheung Wan",$101-$200,4,2,Guangdong,Seafood,Fine Dried Seafood,Dim Sum,Sheung Wan,300,Hong Kong,Central and Western,1,114.1536916,22.2851582
Cookie Galerie,"G/F, 8 Jervois Street, Sheung Wan",$51-$100,5,0,Western,Bakery,,,Sheung Wan,75,Western,Central and Western,1,114.152721,22.2852068
Classified,"G/F, 108 Hollywood Road, Sheung Wan",$101-$200,32,8,Western,Meatless Menu,All Day Breakfast,Western Restaurant,Sheung Wan,300,Western,Central and Western,1,114.1507624,22.2838252
Golden Island,"G/F, 3 Jervois Street, Sheung Wan",Below $50,9,0,Hong Kong Style,,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1525782,22.2852784
Tin Lok Bakery,"G/F, 63 Wing Lok Street, Sheung Wan",Below $50,3,0,Hong Kong Style,Bakery,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1525619,22.2858139
Katong Laksa Prawn Mee,"G/F, No. 8 Ma Sha Street, Sheung Wan",$51-$100,40,31,Singaporean,Noodles/Rice Noodles,,,Sheung Wan,75,Asian,Central and Western,1,114.1630426,22.3301082
May May Restaurant,"44 Bonham Strand, Sheung Wan",Below $50,5,2,Hong Kong Style,Tea Restaurant,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1514837,22.2857332
Urban Park,"Shop 3-5, 2/F, Nan Fung Tower, 88 Connaught Road Central, Sheung Wan",$201-$400,4,2,Italian,International,Sandwich,Hamburger,Sheung Wan,150,Western,Central and Western,1,114.1457616,22.288263
Yumemiya,"Shop G & H, G/F, Kai Tak Commercial Building, 317-321 Des Voeux Road Central, Sheung Wan",$51-$100,16,15,Japanese,,,,Sheung Wan,75,Asian,Central and Western,1,72.0772755,33.532918
Juk Kin Baked Rice,"2 Mercer Street, Sheung Wan",Below $50,24,3,Hong Kong Style,Tea Restaurant,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1519781,22.2856624
,"G/F, 82 Jervois Street, Sheung Wan",Below $50,13,1,Hong Kong Style,Food Stall Noodles,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1511137,22.2850612
Starbucks Coffee,"G/F, Finance Building, 254 Des Voeux Road Central, Sheung Wan",Below $50,5,0,American,Salad,Coffee Shop,Casual Drink,Sheung Wan,40,Western,Central and Western,1,114.1519024,22.2864095
NINOEN Japanese Take-Away Shop,"Shop C, G/F, Gold Shine Tower, 346-348 Queen's Road Central, Sheung Wan",Below $50,17,1,Japanese,Curry,Sushi/Sashimi,Skewer,Sheung Wan,40,Asian,Central and Western,1,114.1494005,22.2858094
,"Shop CF1-3, 1/F, Queen Street Cooked Food Market, 38 Des Voeux Road West, Sheung Wan",Below $50,8,1,Hong Kong Style,Stir-Fry,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.147204,22.2876068
UCC Ferie,"Units 206-207, 2/F., Low Block, Grand Millennium Plaza, 181 Queen's Road Central,, Sheung Wan",$101-$200,13,4,Western,Coffee Shop,Yoshoku,Casual Drink,Sheung Wan,300,Western,Central and Western,1,114.1533557,22.2851111
Starbucks Coffee,"Shop nos. G61-62, G/F., Midland Centre,328 Queen's Road West, Sheung Wan",Below $50,3,0,American,Salad,Coffee Shop,Casual Drink,Sheung Wan,40,Western,Central and Western,1,114.1413729,22.2869215
La Rotisserie,"G/F, 33 Hillier Street, Sheung Wan",$51-$100,2,0,French,Takeaway,,,Sheung Wan,75,Western,Central and Western,1,114.1509216,22.284786
Marks & Spencer Food Store Marks & Spencer,"Shop 206-209, 2/F., Shun Tak Centre, 200 Connaught Road Central, Sheung Wan",$51-$100,2,0,Western,International,Bakery,Ice Cream/yogurt,Sheung Wan,75,Western,Central and Western,1,114.1515269,22.28801
Triple King Cafe,"Room 203, 2/F, Cheung's Building, 1-3 Wing Lok Street, Sheung Wan",$51-$100,6,1,Western,Upper-floor Cafe,,,Sheung Wan,75,Western,Central and Western,1,114.1538818,22.2856373
,"G/F 378 Queen's Road West, Sheung Wan",Below $50,4,0,Hong Kong Style,Chinese BBQ,Takeaway,,Sheung Wan,40,Hong Kong,Central and Western,1,114.139906,22.2868034
Kin Kee Coffee,"Shop CF6, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building And Civic Centre, 345 Queen's Road Central, Sheung Wan",Below $50,16,2,Hong Kong Style,,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1497606,22.2861929
Fung Shing Restaurant,"G/F, Hongway Garden, 7 On Tai Street,, Sheung Wan",$101-$200,34,9,Guangdong,Shunde,Dim Sum,Dim Sum Restaurant,Sheung Wan,300,Hong Kong,Central and Western,1,114.1497306,22.2872027
Ying Kee Hotpot Seafood Restaurant,"G/F, 19 Wilmer Street, Sheung Wan",$101-$200,14,3,Guangdong,Hot Pot,Soup,Dim Sum,Sheung Wan,300,Hong Kong,Central and Western,1,114.145024,22.288247
Saffron Bakery Cafe,"G/F., 24 Square Street, Sheung Wan",Below $50,2,0,Western,Bakery,Coffee Shop,,Sheung Wan,40,Western,Central and Western,1,114.1494331,22.2842819
Just Coffee,"Shop B, G/F, 16 Tai Ping Shan Street, Sheung Wan",Below $50,4,0,Western,Bakery,Dessert,Coffee Shop,Sheung Wan,40,Western,Central and Western,1,114.1484654,22.2846105
,"Shop CF2, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building And Civic Centre, 345 Queen's Road Central, Sheung Wan",$101-$200,7,3,Chiu Chow,Dai Pai Dong,Cooked Food Center,,Sheung Wan,300,Chinese,Central and Western,1,114.1497606,22.2861929
Lee Fa Yuen Korea House Restaurant Ltd,"2/F, The Pemberton, 22-26 Bonham Strand, Sheung Wan",$101-$200,11,10,Korean,,,,Sheung Wan,300,Asian,Central and Western,1,114.1521281,22.2854991
Thai & Vietnam Cusine,"Shop CF4 Queen Street Market, 1 Queen Street, Sheung Wan",Below $50,7,1,Vietnamese,Thai,,,Sheung Wan,40,Asian,Central and Western,1,114.1470024,22.2871841
The Mandarin House,"8/F, Champion Building, 287-291 Des Voeux Road, Sheung Wan",$101-$200,6,0,Guangdong,Stir-Fry,Dim Sum Restaurant,Club House,Sheung Wan,300,Hong Kong,Central and Western,1,114.151283,22.2870809
West Villa Restaurant,"G/F, No. 16-20 Bonham Strand,, Sheung Wan",$201-$400,20,3,Guangdong,Dim Sum,Stir-Fry,Dim Sum Restaurant,Sheung Wan,150,Hong Kong,Central and Western,1,114.1522814,22.2853971
Mos Burger,"G/F., 338 Apartment , 338 Queen's Road Central, Sheung Wan",Below $50,1,0,Japanese,Hamburger,Fast Food,,Sheung Wan,40,Asian,Central and Western,1,114.1411645,22.2869285
The Blackstar Kitchen And cockails,"G/F, 81 Wing Lok Street, Sheung Wan",$101-$200,3,1,Western,Wine/Cigar,Western Restaurant,Bar,Sheung Wan,300,Western,Central and Western,1,114.1521201,22.2860468
Anything But Salads,"Shop B, G/F, 14 Tai Ping Shan Street, Sheung Wan",$51-$100,1,0,Western,Dessert,Ice Cream/yogurt,Cake,Sheung Wan,75,Western,Central and Western,1,114.1484654,22.2846105
VONA Bar,"G/F, 111 Queen's Road West, Sheung Wan",$101-$200,2,0,Western,Wine/Cigar,,,Sheung Wan,300,Western,Central and Western,1,114.1466564,22.2863368
La Sandwicherie,"G/F, Manhattan Avenue, 255 Queen's Road Central, Sheung Wan",$51-$100,3,1,French,Bakery,Takeaway,,Sheung Wan,75,Western,Central and Western,1,114.1512301,22.28464
Lao Fo Ye Restaurant,"G/F, 21-24 Connaught Road West, Sheung Wan",$201-$400,3,0,Guangdong,Hong Kong Style,Western,Stir-Fry,Sheung Wan,150,Hong Kong,Central and Western,1,114.149144,22.2877449
Hakodate Japanese Restaurant,"G/F, 15 Hillier Street, Sheung Wan",$101-$200,2,1,Japanese,Ramen,,,Sheung Wan,300,Asian,Central and Western,1,114.151475,22.285499
Pacific Coffee Company,"Shop nos 1 & 3-5, Hollywood Centre, 233 Hollywood Road, Sheung Wan",Below $50,1,0,Western,Salad,Cake,Coffee Shop,Sheung Wan,40,Western,Central and Western,1,-73.6060523,40.7807398
Oui French Private Kitchen,"4/F, Cheungs Building, 1-3 Wing Lok Street, Sheung Wan",$201-$400,3,0,French,,,,Sheung Wan,150,Western,Central and Western,1,114.1538818,22.2856373
Chautari Restaurant,"Shop CF6, Food Market, 1 Queen's Road, Sheung Wan",Below $50,8,0,Indian,,,,Sheung Wan,40,South Asian,Central and Western,1,114.1476807,22.2870208
,"Shop No. A1, G/F, 31 Hillier Street, Sheung Wan",Below $50,2,0,Western,Bakery,Taiwanese Drink,Takeaway,Sheung Wan,40,Western,Central and Western,1,114.1507111,22.2841993
Yoshinoya,"Shop 322, 3/F, Shun Tak Centre, 168-200 Connaugh Road Central, Sheung Wan",$51-$100,1,0,Japanese,Fast Food,,,Sheung Wan,75,Asian,Central and Western,1,114.1491375,22.2863943
Fairwood,"G/F,  China Insurance Group Building, Connaught Road, Sheung Wan",Below $50,4,1,Hong Kong Style,Fast Food,,,Sheung Wan,40,Hong Kong,Central and Western,1,114.1477139,22.2884175
Pacific Coffee Company,"Shop 278, 2/F Shun Tak Centre, 168-200 Connaught Road, Sheung Wan",Below $50,4,1,Western,Salad,Cake,Coffee Shop,Sheung Wan,40,Western,Central and Western,1,114.13845,22.287828
Hainan Restaurant,"G/F, 130-131 Connaught Road Central, Sheung Wan",Below $50,7,4,Singaporean,Curry,Tea Restaurant,,Sheung Wan,40,Asian,Central and Western,1,114.15193,22.287079
Ajisen Ramen,"Shop 231B, 2/F, Shun Tak Centre, 168-200 Connaught Rd, Sheung Wan",$51-$100,10,3,Japanese,Ramen,,,Sheung Wan,75,Asian,Central and Western,1,114.13845,22.287828
